"scenario","Rt","Vaccine","date","deaths_med","deaths_baseline_med","deaths_averted_med","deaths_025","deaths_baseline_025","deaths_averted_025","deaths_25","deaths_baseline_25","deaths_averted_25","deaths_75","deaths_baseline_75","deaths_averted_75","deaths_975","deaths_baseline_975","deaths_averted_975"
1,"History Based","100-Day Mission",2019-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"History Based","100-Day Mission",2019-12-01,0.00230417003873968,0.00230417003873968,0,0.00157242673399292,0.00157242673399292,0,0.00203841296779773,0.00203841296779773,0,0.00254441974044632,0.00254441974044632,0,0.00301983192985057,0.00301983192985057,0
1,"History Based","100-Day Mission",2019-12-02,0.0176952529317865,0.0176952529317865,0,0.0120778678640055,0.0120778678640055,0,0.0156663338891136,0.0156663338891136,0,0.0195364684178834,0.0195364684178834,0,0.0231856686081653,0.0231856686081653,0
1,"History Based","100-Day Mission",2019-12-03,0.0650761192738279,0.0650761192738279,0,0.0444369404713705,0.0444369404713705,0,0.0576351783188051,0.0576351783188051,0,0.0717358702596331,0.0717358702596331,0,0.0851413363834992,0.0851413363834992,0
1,"History Based","100-Day Mission",2019-12-04,0.163189638351828,0.163189638351828,0,0.111519712391031,0.111519712391031,0,0.144535808052577,0.144535808052577,0,0.179004736286952,0.179004736286952,0,0.212844629418698,0.212844629418698,0
1,"History Based","100-Day Mission",2019-12-05,0.325627185919565,0.325627185919565,0,0.223029246023373,0.223029246023373,0,0.288625016833678,0.288625016833678,0,0.356267232025117,0.356267232025117,0,0.423065447945338,0.423065447945338,0
1,"History Based","100-Day Mission",2019-12-06,0.561528538326601,0.561528538326601,0,0.385437781435711,0.385437781435711,0,0.497502930275663,0.497502930275663,0,0.612325884938984,0.612325884938984,0,0.723869602544069,0.723869602544069,0
1,"History Based","100-Day Mission",2019-12-07,0.87482340526214,0.87482340526214,0,0.603393112551803,0.603393112551803,0,0.776036316506515,0.776036316506515,0,0.953258052904346,0.953258052904346,0,1.11845514778084,1.11845514778084,0
1,"History Based","100-Day Mission",2019-12-08,1.26681542920203,1.26681542920203,0,0.878467781361866,0.878467781361866,0,1.12838011020323,1.12838011020323,0,1.3806335132124,1.3806335132124,0,1.61285953129907,1.61285953129907,0
1,"History Based","100-Day Mission",2019-12-09,1.73732027806909,1.73732027806909,0,1.22023623633707,1.22023623633707,0,1.559913788775,1.559913788775,0,1.89744264143112,1.89744264143112,0,2.21502983457589,2.21502983457589,0
1,"History Based","100-Day Mission",2019-12-10,2.30366412130984,2.30366412130984,0,1.64134641461568,1.64134641461568,0,2.08122357470721,2.08122357470721,0,2.51353268062891,2.51353268062891,0,2.91876724066187,2.91876724066187,0
1,"History Based","100-Day Mission",2019-12-11,2.97357710372049,2.97357710372049,0,2.14346312334044,2.14346312334044,0,2.69802818277784,2.69802818277784,0,3.24291192048826,3.24291192048826,0,3.73940816471198,3.73940816471198,0
1,"History Based","100-Day Mission",2019-12-12,3.73891073666981,3.73891073666981,0,2.74466298176655,2.74466298176655,0,3.41638865652188,3.41638865652188,0,4.09625276573231,4.09625276573231,0,4.69901436806408,4.69901436806408,0
1,"History Based","100-Day Mission",2019-12-13,4.66907312686953,4.66907312686953,0,3.46607810616697,3.46607810616697,0,4.29273324673848,4.29273324673848,0,5.07441184472922,5.07441184472922,0,5.82692785658878,5.82692785658878,0
1,"History Based","100-Day Mission",2019-12-14,5.74902620619171,5.74902620619171,0,4.33508184540064,4.33508184540064,0,5.30636412271436,5.30636412271436,0,6.23840282656416,6.23840282656416,0,7.14481702897013,7.14481702897013,0
1,"History Based","100-Day Mission",2019-12-15,7.01126897987308,7.01126897987308,0,5.38788189809863,5.38788189809863,0,6.50679546216892,6.50679546216892,0,7.62718253098868,7.62718253098868,0,8.69226337880963,8.69226337880963,0
