"scenario","Rt","Vaccine","date","deaths_med","deaths_baseline_med","deaths_averted_med","deaths_025","deaths_baseline_025","deaths_averted_025","deaths_25","deaths_baseline_25","deaths_averted_25","deaths_75","deaths_baseline_75","deaths_averted_75","deaths_975","deaths_baseline_975","deaths_averted_975"
2,"Target Based","100-Day Mission","2020-09-18",13216,19793,6525,10980,19437,3870,12897,19647,5598,14084,19910,6971,16080,20132,8823
2,"Target Based","100-Day Mission","2020-09-19",13086,19710,6594,10811,19351,3946,12726,19567,5619,13960,19838,7062,15957,20099,8917
2,"Target Based","100-Day Mission","2020-09-20",12965,19623,6661,10659,19252,3979,12551,19476,5653,13843,19757,7130,15840,20042,9012
2,"Target Based","100-Day Mission","2020-09-21",12823,19533,6702,10503,19151,4003,12380,19387,5659,13728,19674,7219,15714,19972,9102
2,"Target Based","100-Day Mission","2020-09-22",12679,19444,6717,10337,19075,4021,12202,19283,5699,13609,19579,7304,15580,19909,9179
2,"Target Based","100-Day Mission","2020-09-23",12547,19354,6764,10189,18971,4044,12030,19192,5780,13492,19484,7386,15440,19846,9251
2,"Target Based","100-Day Mission","2020-09-24",12430,19263,6808,10024,18885,4086,11889,19103,5803,13370,19412,7461,15295,19783,9323
2,"Target Based","100-Day Mission","2020-09-25",12300,19179,6826,9875,18834,4158,11736,19022,5834,13232,19327,7529,15143,19714,9394
2,"Target Based","100-Day Mission","2020-09-26",12194,19088,6849,9789,18761,4243,11574,18934,5872,13093,19251,7593,14986,19640,9432
2,"Target Based","100-Day Mission","2020-09-27",12076,19008,6890,9701,18675,4331,11416,18864,5955,12954,19169,7651,14824,19563,9428
2,"Target Based","100-Day Mission","2020-09-28",11944,18943,6946,9632,18606,4376,11263,18814,6010,12819,19112,7707,14660,19485,9403
2,"Target Based","100-Day Mission","2020-09-29",11797,18895,7009,9571,18524,4422,11140,18753,6078,12689,19040,7785,14494,19407,9414
2,"Target Based","100-Day Mission","2020-09-30",11651,18848,7039,9513,18459,4465,11060,18707,6159,12559,18981,7867,14347,19330,9480
2,"Target Based","100-Day Mission","2020-10-01",11524,18796,7140,9458,18372,4504,10931,18671,6318,12435,18967,7934,14204,19298,9526
2,"Target Based","100-Day Mission","2020-10-02",11435,18764,7226,9385,18335,4578,10815,18636,6408,12334,18963,8009,14064,19237,9547
2,"Target Based","100-Day Mission","2020-10-03",11358,18722,7280,9321,18296,4676,10707,18612,6470,12235,18903,8072,13926,19185,9557
2,"Target Based","100-Day Mission","2020-10-04",11307,18690,7341,9279,18287,4780,10629,18587,6547,12145,18869,8127,13796,19135,9563
2,"Target Based","100-Day Mission","2020-10-05",11230,18672,7426,9248,18285,4885,10530,18562,6643,12032,18836,8175,13668,19099,9571
2,"Target Based","100-Day Mission","2020-10-06",11152,18641,7502,9220,18316,4988,10477,18538,6761,11878,18828,8234,13550,19081,9583
2,"Target Based","100-Day Mission","2020-10-07",11065,18638,7581,9183,18272,5085,10447,18514,6870,11750,18817,8297,13452,19066,9603
2,"Target Based","100-Day Mission","2020-10-08",10984,18632,7674,9131,18240,5179,10362,18508,6926,11644,18837,8369,13364,19071,9641
2,"Target Based","100-Day Mission","2020-10-09",10936,18613,7726,9082,18210,5276,10299,18505,6980,11551,18829,8437,13277,19095,9682
2,"Target Based","100-Day Mission","2020-10-10",10889,18632,7785,9036,18184,5376,10271,18504,7048,11481,18833,8460,13168,19119,9724
2,"Target Based","100-Day Mission","2020-10-11",10815,18651,7870,8993,18201,5478,10223,18516,7144,11410,18903,8506,13062,19142,9772
2,"Target Based","100-Day Mission","2020-10-12",10744,18668,7998,8953,18264,5584,10182,18547,7276,11313,18952,8576,12963,19210,9838
2,"Target Based","100-Day Mission","2020-10-13",10693,18721,8119,8920,18349,5700,10149,18574,7424,11208,19015,8701,12873,19327,9923
2,"Target Based","100-Day Mission","2020-10-14",10669,18767,8235,8891,18426,5820,10085,18625,7580,11138,19080,8832,12791,19442,10024
2,"Target Based","100-Day Mission","2020-10-15",10626,18862,8354,8867,18523,5945,10036,18697,7739,11116,19132,8937,12718,19547,10138
2,"Target Based","100-Day Mission","2020-10-16",10581,18941,8498,8835,18638,6076,10010,18786,7891,11080,19185,9073,12654,19653,10265
2,"Target Based","100-Day Mission","2020-10-17",10541,19055,8625,8816,18745,6214,9963,18893,8009,11029,19311,9257,12600,19794,10402
2,"Target Based","100-Day Mission","2020-10-18",10530,19172,8778,8870,18841,6394,9917,19008,8132,11015,19444,9394,12556,19936,10493
2,"Target Based","100-Day Mission","2020-10-19",10516,19307,8908,8959,18966,6593,9960,19158,8250,11009,19558,9548,12522,20085,10557
2,"Target Based","100-Day Mission","2020-10-20",10545,19477,9048,9027,19086,6775,9977,19308,8471,10993,19698,9670,12499,20240,10643
2,"Target Based","100-Day Mission","2020-10-21",10560,19643,9226,9078,19238,6906,9963,19466,8661,11000,19919,9830,12486,20400,10775
2,"Target Based","100-Day Mission","2020-10-22",10569,19833,9390,9120,19451,7028,9961,19673,8815,11032,20100,10022,12506,20573,10914
2,"Target Based","100-Day Mission","2020-10-23",10562,20053,9589,9149,19709,7233,9953,19889,8996,11070,20298,10203,12505,20764,11052
2,"Target Based","100-Day Mission","2020-10-24",10544,20274,9794,9175,19901,7435,9972,20100,9110,11058,20491,10392,12512,20967,11174
2,"Target Based","100-Day Mission","2020-10-25",10586,20479,9929,9206,20100,7605,10082,20339,9231,11180,20691,10508,12749,21173,11317
2,"Target Based","100-Day Mission","2020-10-26",10669,20695,9995,9232,20306,7802,10244,20544,9382,11393,20907,10535,13039,21383,11494
2,"Target Based","100-Day Mission","2020-10-27",10922,20913,10026,9270,20522,7802,10310,20782,9316,11672,21122,10718,13379,21617,11680
2,"Target Based","100-Day Mission","2020-10-28",11091,21173,10103,9320,20785,7473,10357,21024,9121,11986,21366,10870,13980,21845,11881
2,"Target Based","100-Day Mission","2020-10-29",11157,21445,10130,9391,21058,6964,10434,21306,8640,12630,21651,11046,14535,22124,12080
2,"Target Based","100-Day Mission","2020-10-30",11342,21724,10205,9544,21347,6507,10553,21586,8423,13329,21929,11173,15156,22402,12292
2,"Target Based","100-Day Mission","2020-10-31",11612,22007,10157,9686,21648,5894,10706,21886,7926,14042,22225,11371,16138,22701,12485
2,"Target Based","100-Day Mission","2020-11-01",11881,22316,10287,9787,22006,5185,10837,22182,7343,14996,22516,11528,17214,23013,12761
2,"Target Based","100-Day Mission","2020-11-02",12308,22635,10232,10035,22337,4444,10985,22512,6817,15853,22832,11629,18231,23324,12959
2,"Target Based","100-Day Mission","2020-11-03",12821,22975,10091,10094,22664,3722,11082,22829,6293,16771,23154,11847,19304,23633,13086
2,"Target Based","100-Day Mission","2020-11-04",13209,23289,10100,10136,22976,3040,11197,23145,5837,17605,23466,12089,20337,23934,13334
2,"Target Based","100-Day Mission","2020-11-05",13740,23603,9868,10177,23302,2443,11344,23475,5403,18265,23806,12295,21234,24206,13614
2,"Target Based","100-Day Mission","2020-11-06",14130,23929,9793,10218,23639,1914,11493,23805,5048,18886,24114,12453,21953,24440,13878
2,"Target Based","100-Day Mission","2020-11-07",14484,24229,9832,10262,23948,1540,11659,24105,4813,19362,24397,12479,22624,24692,14117
2,"Target Based","100-Day Mission","2020-11-08",14998,24477,9575,10316,24201,1321,11924,24377,4823,19597,24632,12377,23107,24915,14289
2,"Target Based","100-Day Mission","2020-11-09",15580,24727,9169,10405,24476,1414,12272,24622,4783,19949,24862,12320,23278,25112,14401
2,"Target Based","100-Day Mission","2020-11-10",16241,24950,8690,10538,24696,1913,12666,24854,4870,20080,25093,12382,23019,25341,14535
2,"Target Based","100-Day Mission","2020-11-11",16768,25173,8418,10698,24918,2526,12912,25085,5155,20319,25337,12297,22717,25549,14577
2,"Target Based","100-Day Mission","2020-11-12",17437,25401,8030,10833,25169,2772,13119,25296,5270,20193,25582,12273,22596,25763,14664
2,"Target Based","100-Day Mission","2020-11-13",17994,25637,7762,10886,25398,2932,13469,25519,5309,20463,25805,12110,22649,25982,14798
2,"Target Based","100-Day Mission","2020-11-14",18046,25836,7826,10940,25606,2959,13917,25722,5458,20430,26005,11989,22853,26188,14927
2,"Target Based","100-Day Mission","2020-11-15",18176,26017,7835,10997,25790,3261,14401,25901,5894,19987,26170,11776,22725,26380,15042
2,"Target Based","100-Day Mission","2020-11-16",18395,26168,7971,11060,25933,3532,14695,26064,6360,19956,26327,11802,22601,26549,15128
2,"Target Based","100-Day Mission","2020-11-17",18280,26314,8093,11123,26069,3652,14699,26198,6470,19809,26461,11817,22629,26698,15194
2,"Target Based","100-Day Mission","2020-11-18",17908,26436,8473,11180,26193,3930,14968,26317,6599,19956,26564,11728,22362,26820,15248
2,"Target Based","100-Day Mission","2020-11-19",17972,26530,8635,11299,26297,4079,15152,26418,6675,19869,26657,11589,22495,26919,15284
2,"Target Based","100-Day Mission","2020-11-20",17685,26619,9057,11610,26383,3915,15371,26508,7095,19581,26745,11327,22743,26995,15137
2,"Target Based","100-Day Mission","2020-11-21",17380,26697,9390,11758,26457,3675,15093,26599,7114,19718,26848,11594,22979,27051,14986
2,"Target Based","100-Day Mission","2020-11-22",17066,26751,9534,11901,26521,3427,14938,26661,7082,19608,26904,11691,23131,27092,14895
2,"Target Based","100-Day Mission","2020-11-23",17035,26793,9818,12042,26571,3337,14716,26717,7339,19495,26949,12032,23347,27132,14810
2,"Target Based","100-Day Mission","2020-11-24",16850,26844,10055,12057,26603,3162,14629,26761,7632,19203,26971,12161,23522,27170,14941
2,"Target Based","100-Day Mission","2020-11-25",16569,26887,10258,12039,26638,3042,14548,26811,7992,18810,27016,12348,23692,27210,14847
2,"Target Based","100-Day Mission","2020-11-26",16358,26932,10527,12214,26688,3067,14457,26844,8431,18428,27054,12558,23711,27245,14725
2,"Target Based","100-Day Mission","2020-11-27",16090,26958,10855,12192,26718,3234,14206,26872,8611,18328,27097,12853,23685,27289,14820
2,"Target Based","100-Day Mission","2020-11-28",16009,26967,10946,12195,26736,3299,13998,26909,8781,18361,27116,12968,23677,27331,14910
2,"Target Based","100-Day Mission","2020-11-29",15776,26987,11255,12151,26759,3451,13751,26922,8574,18269,27132,13339,23530,27368,14929
2,"Target Based","100-Day Mission","2020-11-30",15509,27000,11474,12028,26788,3729,13573,26918,8789,18084,27129,13340,23254,27394,15098
2,"Target Based","100-Day Mission","2020-12-01",15432,27008,11533,11715,26769,3787,13686,26892,8795,18236,27126,13359,23206,27417,15382
2,"Target Based","100-Day Mission","2020-12-02",15406,27001,11550,11626,26740,3854,13523,26884,8784,18072,27114,13472,23220,27430,15466
2,"Target Based","100-Day Mission","2020-12-03",15349,26983,11470,11537,26722,4122,13452,26865,9142,17847,27100,13604,22751,27420,15640
2,"Target Based","100-Day Mission","2020-12-04",15204,26948,11610,11473,26678,4645,13263,26837,9354,17442,27061,13587,22212,27413,15721
2,"Target Based","100-Day Mission","2020-12-05",15131,26907,11719,11308,26639,4841,13123,26807,9612,17200,27043,13730,21829,27386,15851
2,"Target Based","100-Day Mission","2020-12-06",15018,26867,11773,11151,26603,4928,12959,26775,9660,17061,27029,13864,21711,27334,15969
2,"Target Based","100-Day Mission","2020-12-07",14992,26840,11872,10999,26565,5337,12801,26751,9761,17155,27008,14102,21402,27279,16084
2,"Target Based","100-Day Mission","2020-12-08",14847,26811,12083,10854,26530,5872,12802,26727,9774,16996,26980,14248,20838,27251,16200
2,"Target Based","100-Day Mission","2020-12-09",14692,26791,12091,10725,26488,6401,12845,26699,9930,16776,26976,14175,20269,27239,16307
2,"Target Based","100-Day Mission","2020-12-10",14776,26790,12155,10613,26457,6904,12838,26678,9962,16663,26975,13983,19723,27236,16405
2,"Target Based","100-Day Mission","2020-12-11",14775,26786,12075,10509,26446,7072,12855,26670,10116,16566,26982,14021,19571,27245,16501
2,"Target Based","100-Day Mission","2020-12-12",14425,26791,12364,10413,26422,7122,12892,26665,10116,16537,26977,14176,19603,27266,16595
2,"Target Based","100-Day Mission","2020-12-13",14242,26807,12556,10329,26392,7009,12841,26653,10258,16482,26976,14173,19750,27285,16685
2,"Target Based","100-Day Mission","2020-12-14",14089,26792,12658,10260,26385,6868,12708,26644,10459,16278,26993,14203,19876,27301,16686
2,"Target Based","100-Day Mission","2020-12-15",13980,26798,12920,10217,26372,6832,12720,26665,10505,16147,27002,14282,19954,27311,16723
2,"Target Based","100-Day Mission","2020-12-16",13920,26816,13027,10227,26362,6859,12733,26687,10556,16226,27005,14316,19986,27312,16757
2,"Target Based","100-Day Mission","2020-12-17",13744,26838,13153,10264,26395,6916,12695,26698,10639,16132,27015,14364,19983,27306,16798
2,"Target Based","100-Day Mission","2020-12-18",13767,26839,13238,10217,26473,7019,12617,26703,10787,15937,27011,14382,19799,27302,16843
2,"Target Based","100-Day Mission","2020-12-19",13618,26848,13227,10186,26560,7159,12630,26720,11083,15755,27029,14510,19482,27324,16920
2,"Target Based","100-Day Mission","2020-12-20",13565,26868,13187,10145,26572,7210,12546,26738,11310,15604,27023,14515,19403,27339,16894
2,"Target Based","100-Day Mission","2020-12-21",13512,26880,13297,10191,26574,7627,12417,26738,11430,15428,27025,14551,18983,27314,16848
2,"Target Based","100-Day Mission","2020-12-22",13359,26881,13357,10217,26566,8195,12498,26742,11479,15311,27004,14607,18438,27299,16897
2,"Target Based","100-Day Mission","2020-12-23",13377,26884,13392,10235,26558,8581,12501,26739,11700,15183,27001,14583,18459,27301,16867
2,"Target Based","100-Day Mission","2020-12-24",13451,26869,13350,10268,26559,7996,12369,26730,11863,15109,27013,14536,19027,27298,16740
2,"Target Based","100-Day Mission","2020-12-25",13305,26862,13372,10315,26528,7321,12316,26719,11575,15324,27003,14547,19775,27309,16623
2,"Target Based","100-Day Mission","2020-12-26",13343,26860,13390,10418,26523,6752,12249,26705,11223,15650,27013,14523,20354,27340,16520
2,"Target Based","100-Day Mission","2020-12-27",13368,26867,13368,10719,26507,6219,12463,26692,11020,15786,27025,14532,20882,27358,16414
2,"Target Based","100-Day Mission","2020-12-28",13653,26870,13272,10735,26511,5657,12342,26700,11286,15649,27042,14494,21433,27375,16355
2,"Target Based","100-Day Mission","2020-12-29",13871,26882,12984,10682,26508,5051,12302,26712,11322,15592,27043,14496,22042,27404,16427
2,"Target Based","100-Day Mission","2020-12-30",14109,26901,12821,10625,26535,4410,12321,26736,10972,16020,27067,14540,22688,27433,16461
2,"Target Based","100-Day Mission","2020-12-31",14314,26940,12762,10569,26563,3771,12248,26761,10846,16038,27098,14495,23265,27452,16395
2,"Target Based","100-Day Mission","2021-01-01",14476,26981,12588,10533,26589,3152,12418,26799,10671,16288,27123,14499,23758,27469,16431
2,"Target Based","100-Day Mission","2021-01-02",14672,27036,12362,10606,26624,2602,12469,26812,10499,16418,27144,14516,24208,27486,16518
2,"Target Based","100-Day Mission","2021-01-03",14659,27061,12378,10580,26661,2134,12391,26847,10304,16798,27172,14485,24635,27511,16581
2,"Target Based","100-Day Mission","2021-01-04",14695,27089,12283,10445,26689,1742,12359,26897,9828,17336,27210,14402,25174,27535,16696
2,"Target Based","100-Day Mission","2021-01-05",14892,27136,12284,10321,26708,1662,12322,26933,9248,18003,27242,14511,25498,27549,16830
2,"Target Based","100-Day Mission","2021-01-06",14996,27154,12141,10206,26703,1604,12467,26955,8584,18585,27247,14632,25549,27563,16897
2,"Target Based","100-Day Mission","2021-01-07",15397,27137,11907,10101,26694,1664,12443,26964,8023,18956,27250,14558,25495,27582,16944
2,"Target Based","100-Day Mission","2021-01-08",15579,27138,11666,10006,26697,1851,12757,26950,7664,19294,27275,14272,25313,27597,16985
2,"Target Based","100-Day Mission","2021-01-09",15669,27155,11510,9927,26685,2026,12885,26942,7375,19584,27287,14134,25142,27609,17009
2,"Target Based","100-Day Mission","2021-01-10",15937,27125,11224,9867,26661,2227,12892,26927,7178,19716,27260,14163,24929,27615,16981
2,"Target Based","100-Day Mission","2021-01-11",16247,27086,10918,10015,26623,2473,12828,26889,7007,19950,27231,14177,24783,27605,16819
2,"Target Based","100-Day Mission","2021-01-12",16434,27022,10606,10632,26589,2549,12878,26838,7038,20104,27199,14160,24827,27582,16200
2,"Target Based","100-Day Mission","2021-01-13",16634,26960,10366,10745,26521,2484,13043,26766,6729,20293,27144,13877,24676,27519,15913
2,"Target Based","100-Day Mission","2021-01-14",16701,26886,10265,10733,26427,2453,13374,26699,6611,20241,27052,13523,24403,27440,15873
2,"Target Based","100-Day Mission","2021-01-15",16761,26826,10073,10727,26353,2759,13643,26630,6952,20050,26968,13245,23929,27350,15812
2,"Target Based","100-Day Mission","2021-01-16",16749,26724,9966,10778,26290,2683,13872,26537,6838,19850,26872,12918,24006,27241,15688
2,"Target Based","100-Day Mission","2021-01-17",16881,26612,9639,10954,26219,2353,14253,26429,7150,19522,26760,12481,24231,27106,15487
2,"Target Based","100-Day Mission","2021-01-18",17101,26472,9268,11172,26094,2055,14404,26298,7369,19153,26606,12065,24397,26935,15265
2,"Target Based","100-Day Mission","2021-01-19",17233,26285,8966,11451,25946,1783,14748,26137,7175,19162,26406,11542,24502,26713,14847
2,"Target Based","100-Day Mission","2021-01-20",17364,26061,8578,11824,25759,1520,15108,25938,7095,19121,26190,10939,24565,26463,14267
2,"Target Based","100-Day Mission","2021-01-21",17518,25815,8225,12213,25533,1186,15447,25650,6824,18907,25933,10322,24641,26184,13623
2,"Target Based","100-Day Mission","2021-01-22",17659,25532,7871,12486,25265,903,15762,25387,6548,19011,25661,9741,24595,25901,13061
2,"Target Based","100-Day Mission","2021-01-23",17533,25240,7813,12534,24933,717,15857,25090,6454,18799,25357,9507,24476,25611,12703
2,"Target Based","100-Day Mission","2021-01-24",17406,24925,7459,12581,24596,603,15910,24760,6280,18693,25029,8964,24263,25299,12370
2,"Target Based","100-Day Mission","2021-01-25",17340,24580,7192,12452,24238,539,15858,24439,5890,18691,24682,8779,23979,24958,12131
2,"Target Based","100-Day Mission","2021-01-26",17321,24213,6899,12479,23868,499,15803,24086,5309,18768,24310,8349,23653,24586,11689
2,"Target Based","100-Day Mission","2021-01-27",17433,23837,6607,12500,23509,468,15526,23719,4808,18863,23932,8262,23305,24200,11192
2,"Target Based","100-Day Mission","2021-01-28",17242,23449,6226,12497,23132,353,15639,23324,4461,18862,23550,7894,23040,23815,10970
2,"Target Based","100-Day Mission","2021-01-29",17275,23063,5734,12666,22758,176,15816,22941,4219,18806,23150,7266,22826,23437,10432
2,"Target Based","100-Day Mission","2021-01-30",17371,22660,5302,12818,22371,-262,15629,22551,3740,18977,22763,6980,22881,23055,9910
2,"Target Based","100-Day Mission","2021-01-31",17334,22276,4853,12814,21990,-720,15400,22155,3184,18963,22389,6811,22981,22672,9521
2,"Target Based","100-Day Mission","2021-02-01",17343,21895,4496,12847,21615,-1725,15245,21769,2909,19091,22026,6660,23811,22295,9147
2,"Target Based","100-Day Mission","2021-02-02",17241,21525,4247,12911,21241,-1973,15253,21395,2500,19134,21661,6460,23679,21926,8791
2,"Target Based","100-Day Mission","2021-02-03",17126,21165,3996,12785,20874,-2984,15181,21044,2041,19092,21290,5998,24185,21557,8445
2,"Target Based","100-Day Mission","2021-02-04",17044,20816,3629,12590,20516,-3148,15240,20709,1629,19274,20927,5610,24010,21197,8338
2,"Target Based","100-Day Mission","2021-02-05",16911,20473,3416,12434,20176,-3539,15290,20359,1277,19233,20586,5327,24053,20852,8191
2,"Target Based","100-Day Mission","2021-02-06",16784,20145,3258,12380,19855,-6179,15227,20030,964,19259,20278,5073,26363,20522,7966
2,"Target Based","100-Day Mission","2021-02-07",16781,19833,2930,12262,19551,-10552,14928,19723,738,19205,19959,4956,30419,20207,7688
2,"Target Based","100-Day Mission","2021-02-08",16649,19537,2764,12086,19260,-14220,14954,19422,601,19202,19648,4585,33788,19909,7560
2,"Target Based","100-Day Mission","2021-02-09",16606,19256,2650,11925,18981,-17670,14952,19135,469,18848,19362,4513,36957,19619,7447
2,"Target Based","100-Day Mission","2021-02-10",16631,18994,2401,11789,18720,-21207,14775,18872,211,18955,19102,4270,40235,19336,7318
2,"Target Based","100-Day Mission","2021-02-11",16736,18755,1977,11708,18468,-24946,14847,18616,-76,19021,18864,4033,43733,19069,7158
2,"Target Based","100-Day Mission","2021-02-12",16737,18521,1713,11638,18237,-28932,14515,18379,-650,19096,18644,3985,47492,18836,7006
2,"Target Based","100-Day Mission","2021-02-13",16609,18311,1654,11567,18021,-32969,14307,18174,-772,19019,18433,4037,51251,18632,6870
2,"Target Based","100-Day Mission","2021-02-14",16754,18118,1393,11446,17813,-36616,14363,17980,-831,18926,18230,3862,54677,18443,6734
2,"Target Based","100-Day Mission","2021-02-15",16785,17938,1190,11318,17610,-40087,14430,17791,-1881,19844,18061,3499,57944,18280,6621
2,"Target Based","100-Day Mission","2021-02-16",16865,17776,968,11161,17417,-43742,14283,17612,-2689,20762,17890,3344,61496,18121,6543
2,"Target Based","100-Day Mission","2021-02-17",17018,17629,655,11094,17223,-48446,14231,17471,-4001,21637,17733,3307,66162,17968,6449
2,"Target Based","100-Day Mission","2021-02-18",17207,17485,405,11129,17057,-53188,14274,17322,-5522,23080,17599,3164,70762,17838,6337
2,"Target Based","100-Day Mission","2021-02-19",17544,17356,-133,11179,16892,-57559,14369,17196,-6642,23993,17483,3040,75003,17716,6199
2,"Target Based","100-Day Mission","2021-02-20",17734,17245,-453,11103,16739,-61374,14078,17070,-7642,24924,17377,2897,78698,17601,6273
2,"Target Based","100-Day Mission","2021-02-21",17924,17142,-611,10981,16602,-64496,13836,16967,-8439,25219,17278,3057,81744,17496,6354
2,"Target Based","100-Day Mission","2021-02-22",18293,17046,-1019,10878,16484,-66603,13842,16879,-9284,26090,17196,3179,83721,17410,6430
2,"Target Based","100-Day Mission","2021-02-23",18783,16962,-1602,10730,16410,-66475,13811,16800,-10068,26465,17125,3011,83545,17342,6502
2,"Target Based","100-Day Mission","2021-02-24",19282,16917,-2116,10596,16403,-65529,13959,16777,-10950,27342,17070,3044,82544,17290,6572
2,"Target Based","100-Day Mission","2021-02-25",19780,16879,-2697,10484,16379,-63834,14086,16766,-11066,27834,17029,2739,80798,17253,6626
2,"Target Based","100-Day Mission","2021-02-26",20489,16853,-3492,10373,16382,-61467,14194,16737,-12106,28768,17002,2434,78397,17231,6691
2,"Target Based","100-Day Mission","2021-02-27",20602,16851,-3558,10293,16373,-59609,14330,16755,-12899,29771,16997,2350,76490,17215,6754
2,"Target Based","100-Day Mission","2021-02-28",20840,16858,-3970,10228,16379,-55273,14483,16765,-12909,29711,17004,2316,72205,17228,6814
2,"Target Based","100-Day Mission","2021-03-01",20863,16896,-3884,10036,16457,-51857,14510,16785,-13057,29979,17041,2271,68798,17260,6887
2,"Target Based","100-Day Mission","2021-03-02",20906,16939,-3894,9818,16507,-48304,14648,16833,-13929,30965,17093,2279,65270,17302,7092
2,"Target Based","100-Day Mission","2021-03-03",21202,17011,-4010,9627,16572,-46142,14767,16901,-14692,31594,17147,2158,63161,17365,7161
2,"Target Based","100-Day Mission","2021-03-04",21032,17087,-3763,9640,16649,-45232,14924,16989,-14019,31282,17215,2139,62368,17452,7198
2,"Target Based","100-Day Mission","2021-03-05",20734,17181,-3346,9668,16743,-44850,14836,17075,-14630,31938,17310,2190,62081,17562,7245
2,"Target Based","100-Day Mission","2021-03-06",20212,17284,-2755,9711,16856,-44141,14832,17186,-15302,32725,17413,2378,61473,17681,7307
2,"Target Based","100-Day Mission","2021-03-07",20126,17417,-2467,9767,16980,-43064,14707,17312,-15790,33362,17534,2589,60506,17813,7372
2,"Target Based","100-Day Mission","2021-03-08",19594,17557,-1966,9865,17128,-41632,14827,17442,-15691,33176,17662,2740,59187,17950,7410
2,"Target Based","100-Day Mission","2021-03-09",19741,17693,-1891,9907,17277,-39333,15028,17588,-15391,33069,17802,2668,56782,18082,7514
2,"Target Based","100-Day Mission","2021-03-10",19802,17837,-1771,9863,17405,-37001,15060,17743,-15617,33416,17942,2792,54596,18220,7700
2,"Target Based","100-Day Mission","2021-03-11",19731,17977,-1569,9837,17540,-34710,15092,17892,-15956,33831,18084,2984,52518,18369,7877
2,"Target Based","100-Day Mission","2021-03-12",19368,18151,-1251,9853,17699,-33764,15086,18040,-15699,33790,18264,3146,51837,18527,8031
2,"Target Based","100-Day Mission","2021-03-13",19130,18314,-924,9811,17869,-31978,14964,18210,-15678,33913,18428,3493,50387,18688,8283
2,"Target Based","100-Day Mission","2021-03-14",18726,18501,-488,9776,18047,-29880,14707,18403,-15659,34082,18613,3772,48391,18854,8528
2,"Target Based","100-Day Mission","2021-03-15",18475,18707,47,9785,18248,-29215,14699,18594,-15618,34275,18812,3926,48095,19032,8735
2,"Target Based","100-Day Mission","2021-03-16",18251,18922,666,9798,18483,-29052,14575,18802,-15426,34419,19038,4291,48013,19253,8926
2,"Target Based","100-Day Mission","2021-03-17",18169,19162,921,9833,18716,-28674,14581,19043,-14746,33908,19294,4597,47754,19485,9103
2,"Target Based","100-Day Mission","2021-03-18",18240,19410,1142,9864,18958,-27670,14478,19278,-13634,32704,19551,4979,47031,19845,9344
2,"Target Based","100-Day Mission","2021-03-19",18357,19708,1416,9869,19213,-26873,14277,19558,-12943,32628,19827,5461,46534,20285,9722
2,"Target Based","100-Day Mission","2021-03-20",18534,19989,1483,9848,19479,-26721,14022,19795,-12740,32928,20134,5976,46789,20737,10127
2,"Target Based","100-Day Mission","2021-03-21",18222,20318,2262,9869,19775,-26008,13885,20085,-11572,31844,20483,6569,46673,21216,10493
2,"Target Based","100-Day Mission","2021-03-22",18015,20678,2811,9863,20071,-25389,13626,20406,-11125,31866,20849,7065,46432,21712,10844
2,"Target Based","100-Day Mission","2021-03-23",18047,21073,3384,9858,20363,-24603,13424,20768,-9518,31052,21266,7607,46055,22204,11210
2,"Target Based","100-Day Mission","2021-03-24",17911,21498,3951,9866,20781,-23656,13561,21303,-7811,29955,21677,8063,45836,22732,11590
2,"Target Based","100-Day Mission","2021-03-25",17724,22006,4569,9869,21324,-23146,13391,21764,-6344,28738,22307,8456,45831,23295,12023
2,"Target Based","100-Day Mission","2021-03-26",17463,22537,4983,9857,21879,-21673,13195,22320,-5326,28016,23198,9227,45328,23936,12542
2,"Target Based","100-Day Mission","2021-03-27",17492,23046,5959,9852,22370,-20710,13012,22817,-4317,27561,24122,9962,45084,24568,13356
2,"Target Based","100-Day Mission","2021-03-28",17100,23593,6752,9856,22874,-19960,12862,23340,-3432,27285,24820,10507,44961,25217,14134
2,"Target Based","100-Day Mission","2021-03-29",16872,24172,7417,9858,23465,-19314,12724,23942,-2350,27632,25508,11211,44994,25871,14690
2,"Target Based","100-Day Mission","2021-03-30",16693,24903,8394,9846,24057,-19062,12733,24516,-547,26767,26157,11983,45431,26540,15263
2,"Target Based","100-Day Mission","2021-03-31",16488,25653,9522,9728,24813,-18802,12877,25235,838,25909,26881,13007,45816,27220,16137
2,"Target Based","100-Day Mission","2021-04-01",16597,27053,10371,9561,25650,-18498,13001,25999,1704,25455,27564,13782,46151,28023,17285
2,"Target Based","100-Day Mission","2021-04-02",16478,28022,11268,9410,26370,-18121,13013,26861,2735,25490,28352,14824,46411,28973,18477
2,"Target Based","100-Day Mission","2021-04-03",16391,28858,12322,9288,27104,-17658,13017,28233,3653,25777,29266,15946,46590,29736,19794
2,"Target Based","100-Day Mission","2021-04-04",16318,29736,13224,9229,27959,-17105,12962,29202,4280,26000,30229,17040,46688,30663,20854
2,"Target Based","100-Day Mission","2021-04-05",16288,30533,14385,9233,29498,-15486,12764,30083,4968,25646,31065,18131,46518,31383,21628
2,"Target Based","100-Day Mission","2021-04-06",16412,31402,15295,9293,30422,-13851,12862,30992,6109,25190,31786,18906,45562,32197,22457
2,"Target Based","100-Day Mission","2021-04-07",16539,32175,16031,9306,31119,-12524,12703,31738,7035,24755,32611,19615,44581,32859,23222
